วันที่เกิดเหตุ,จังหวัด,จำนวนอุบัติเหตุ
2024-08-23,นครศรีธรรมราช,1
2024-08-23,พิจิตร,0
2024-08-23,พัทลุง,0
2024-08-23,พะเยา,1
2024-08-23,พิษณุโลก,0
2024-08-23,ปราจีนบุรี,1
2024-08-23,ประจวบคีรีขันธ์,1
2024-08-23,ปทุมธานี,2
2024-08-23,บุรีรัมย์,0
2024-08-23,บึงกาฬ,0
2024-08-23,น่าน,0
2024-08-23,นนทบุรี,0
2024-08-23,ปัตตานี,0
2024-08-24,หนองคาย,0
2024-08-24,สุโขทัย,0
2024-08-24,สุรินทร์,0
2024-08-24,สุราษฎร์ธานี,0
2024-08-24,สุพรรณบุรี,3
2024-08-24,สิงห์บุรี,1
2024-08-24,สระแก้ว,1
2024-08-24,ลำปาง,0
2024-08-24,สมุทรสาคร,2
2024-08-24,สมุทรปราการ,0
2024-08-24,สตูล,0
2024-08-24,สงขลา,0
2024-08-24,สกลนคร,0
2024-08-24,ศรีสะเกษ,0
2024-08-24,ลำพูน,0
2024-08-24,หนองบัวลำภู,0
2024-08-24,สระบุรี,0
2024-08-24,อยุธยา,1
2024-08-24,เพชรบุรี,1
2024-08-24,อุดรธานี,0
2024-08-24,ลพบุรี,1
2024-08-24,สมุทรสงคราม,0
2024-08-24,ระนอง,0
2024-08-24,ยะลา,1
2024-08-24,นราธิวาส,0
2024-08-24,ชัยภูมิ,0
2024-08-24,แม่ฮ่องสอน,0
2024-08-24,อำนาจเจริญ,1
2024-08-24,แพร่,1
2024-08-24,เพชรบูรณ์,1
2024-08-24,เชียงใหม่,1
2024-08-24,เชียงราย,0
2024-08-24,อ่างทอง,1
2024-08-24,อุบลราชธานี,0
2024-08-24,อุทัยธานี,0
2024-08-24,อุตรดิตถ์,0
2024-08-24,เลย,0
2024-08-24,พังงา,0
2024-08-24,ร้อยเอ็ด,1
2024-08-24,ระยอง,1
2024-08-24,นครปฐม,1
2024-08-24,นครนายก,0
2024-08-24,ตาก,3
2024-08-24,ตราด,0
2024-08-24,ตรัง,0
2024-08-24,ชุมพร,0
2024-08-24,ชลบุรี,0
2024-08-24,นครพนม,0
2024-08-24,ฉะเชิงเทรา,0
2024-08-24,ขอนแก่น,1
2024-08-24,กำแพงเพชร,0
2024-08-24,กาฬสินธุ์,0
2024-08-24,กาญจนบุรี,0
2024-08-24,กรุงเทพมหานคร,12
2024-08-24,กระบี่,0
2024-08-24,ราชบุรี,0
2024-08-24,จันทบุรี,1
2024-08-24,นครราชสีมา,3
2024-08-24,ชัยนาท,0
2024-08-24,นครสวรรค์,0
2024-08-24,นครศรีธรรมราช,0
2024-08-24,มุกดาหาร,0
2024-08-24,มหาสารคาม,1
2024-08-24,ภูเก็ต,0
2024-08-24,พิษณุโลก,0
2024-08-24,พิจิตร,0
2024-08-24,พัทลุง,0
2024-08-24,พะเยา,0
2024-08-24,ยโสธร,1
2024-08-24,ปราจีนบุรี,0
2024-08-24,ประจวบคีรีขันธ์,0
2024-08-24,ปทุมธานี,0
2024-08-24,บุรีรัมย์,0
2024-08-24,บึงกาฬ,0
2024-08-24,น่าน,1
2024-08-24,นนทบุรี,0
2024-08-24,ปัตตานี,0
2024-08-25,หนองคาย,0
2024-08-25,สุโขทัย,0
2024-08-25,สุรินทร์,0
2024-08-25,สุราษฎร์ธานี,0
2024-08-25,สุพรรณบุรี,1
2024-08-25,สิงห์บุรี,0
2024-08-25,สระแก้ว,0
2024-08-25,สระบุรี,0
2024-08-25,สงขลา,0
2024-08-25,สมุทรปราการ,2
2024-08-25,สตูล,0
2024-08-25,สกลนคร,0
2024-08-25,ศรีสะเกษ,1
2024-08-25,ลำพูน,0
2024-08-25,ลำปาง,0
2024-08-25,หนองบัวลำภู,0
2024-08-25,สมุทรสาคร,2
2024-08-25,อยุธยา,1
2024-08-25,ลพบุรี,0
2024-08-25,อุดรธานี,0
2024-08-25,สมุทรสงคราม,0
2024-08-25,ระนอง,0
2024-08-25,ยะลา,1
2024-08-25,นราธิวาส,0
2024-08-25,ชัยภูมิ,1
2024-08-25,แม่ฮ่องสอน,0
2024-08-25,แพร่,1
2024-08-25,อำนาจเจริญ,1
2024-08-25,เลย,1
2024-08-25,เพชรบุรี,1
2024-08-25,เชียงใหม่,2
2024-08-25,เชียงราย,0
2024-08-25,อ่างทอง,1
2024-08-25,อุบลราชธานี,0
2024-08-25,อุทัยธานี,0
2024-08-25,อุตรดิตถ์,0
2024-08-25,เพชรบูรณ์,3
2024-08-25,ร้อยเอ็ด,0
2024-08-25,พังงา,0
2024-08-25,ระยอง,0
2024-08-25,นครปฐม,0
2024-08-25,นครนายก,0
2024-08-25,ตาก,1
2024-08-25,ตราด,0
2024-08-25,ตรัง,1
2024-08-25,ชุมพร,0
2024-08-25,ชัยนาท,0
2024-08-25,นครพนม,0
2024-08-25,ชลบุรี,5
2024-08-25,จันทบุรี,0
2024-08-25,ขอนแก่น,0
2024-08-25,กำแพงเพชร,0
2024-08-25,กาฬสินธุ์,0
2024-08-25,กาญจนบุรี,0
2024-08-25,กรุงเทพมหานคร,9
2024-08-25,กระบี่,0
2024-08-25,ฉะเชิงเทรา,0
2024-08-25,นครราชสีมา,2
2024-08-25,ราชบุรี,0
2024-08-25,นครสวรรค์,1
2024-08-25,ยโสธร,0
2024-08-25,มุกดาหาร,0
2024-08-25,มหาสารคาม,0
2024-08-25,ภูเก็ต,0
2024-08-25,พิษณุโลก,0
2024-08-25,พิจิตร,0
2024-08-25,พัทลุง,0
2024-08-25,พะเยา,0
2024-08-25,นครศรีธรรมราช,1
2024-08-25,ปราจีนบุรี,0
2024-08-25,ประจวบคีรีขันธ์,0
2024-08-25,ปทุมธานี,2
2024-08-25,บุรีรัมย์,0
2024-08-25,บึงกาฬ,0
2024-08-25,น่าน,0
2024-08-25,นนทบุรี,0
2024-08-25,ปัตตานี,1
2024-08-26,หนองบัวลำภู,1
2024-08-26,หนองคาย,0
2024-08-26,สุโขทัย,0
2024-08-26,สุรินทร์,0
2024-08-26,สุราษฎร์ธานี,1
2024-08-26,สุพรรณบุรี,1
2024-08-26,สิงห์บุรี,1
2024-08-26,สระแก้ว,0
2024-08-26,สงขลา,0
2024-08-26,สมุทรปราการ,2
2024-08-26,สตูล,0
2024-08-26,สกลนคร,0
2024-08-26,ศรีสะเกษ,0
2024-08-26,ลำพูน,0
2024-08-26,ลำปาง,1
2024-08-26,อยุธยา,0
2024-08-26,สมุทรสาคร,0
2024-08-26,อำนาจเจริญ,0
2024-08-26,เพชรบูรณ์,2
2024-08-26,อุตรดิตถ์,0
2024-08-26,พังงา,0
2024-08-26,สมุทรสงคราม,0
2024-08-26,ระนอง,0
2024-08-26,ยะลา,0
2024-08-26,นราธิวาส,0
2024-08-26,ชัยภูมิ,0
2024-08-26,แม่ฮ่องสอน,0
2024-08-26,อุดรธานี,1
2024-08-26,แพร่,0
2024-08-26,ลพบุรี,1
2024-08-26,เพชรบุรี,1
2024-08-26,เชียงใหม่,0
2024-08-26,เชียงราย,0
2024-08-26,อ่างทอง,1
2024-08-26,อุบลราชธานี,0
2024-08-26,อุทัยธานี,1
2024-08-26,เลย,2
2024-08-26,ร้อยเอ็ด,1
2024-08-26,สระบุรี,0
2024-08-26,ระยอง,1
2024-08-26,นครปฐม,0
2024-08-26,นครนายก,1
2024-08-26,ตาก,3
2024-08-26,ตราด,2
2024-08-26,ตรัง,0
2024-08-26,ชุมพร,0
2024-08-26,ชัยนาท,1
2024-08-26,นครพนม,2
2024-08-26,ชลบุรี,3
2024-08-26,จันทบุรี,1
2024-08-26,ขอนแก่น,0
2024-08-26,กำแพงเพชร,0
2024-08-26,กาฬสินธุ์,0
2024-08-26,กาญจนบุรี,1
2024-08-26,กรุงเทพมหานคร,4
2024-08-26,ราชบุรี,1
2024-08-26,ฉะเชิงเทรา,1
2024-08-26,นครราชสีมา,0
2024-08-26,กระบี่,0
2024-08-26,นครสวรรค์,0
2024-08-26,นครศรีธรรมราช,1
2024-08-26,มุกดาหาร,0
2024-08-26,มหาสารคาม,0
2024-08-26,ภูเก็ต,0
2024-08-26,พิษณุโลก,0
2024-08-26,พิจิตร,1
2024-08-26,พัทลุง,1
2024-08-26,พะเยา,0
2024-08-26,ยโสธร,0
2024-08-26,ปัตตานี,0
2024-08-26,ปราจีนบุรี,0
2024-08-26,ประจวบคีรีขันธ์,1
2024-08-26,ปทุมธานี,0
2024-08-26,บุรีรัมย์,1
2024-08-26,บึงกาฬ,0
2024-08-26,น่าน,0
2024-08-26,นนทบุรี,0
2024-08-27,หนองคาย,0
2024-08-27,สุโขทัย,0
2024-08-27,สุรินทร์,0
2024-08-27,สุราษฎร์ธานี,0
2024-08-27,สุพรรณบุรี,0
2024-08-27,สิงห์บุรี,0
2024-08-27,สระแก้ว,1
2024-08-27,สตูล,0
2024-08-27,สมุทรสาคร,3
2024-08-27,สมุทรปราการ,2
2024-08-27,ลำปาง,1
2024-08-27,สงขลา,0
2024-08-27,สกลนคร,0
2024-08-27,ศรีสะเกษ,0
2024-08-27,ลำพูน,0
2024-08-27,หนองบัวลำภู,0
2024-08-27,สระบุรี,0
2024-08-27,อยุธยา,0
2024-08-27,เพชรบุรี,2
2024-08-27,อุดรธานี,0
2024-08-27,ลพบุรี,0
2024-08-27,สมุทรสงคราม,0
2024-08-27,ระนอง,0
2024-08-27,ยะลา,1
2024-08-27,นราธิวาส,2
2024-08-27,ชัยภูมิ,0
2024-08-27,แม่ฮ่องสอน,0
2024-08-27,อำนาจเจริญ,0
2024-08-27,แพร่,0
2024-08-27,เพชรบูรณ์,0
2024-08-27,เชียงใหม่,1
2024-08-27,เชียงราย,0
2024-08-27,อ่างทอง,0
2024-08-27,อุบลราชธานี,0
2024-08-27,อุทัยธานี,0
2024-08-27,อุตรดิตถ์,0
2024-08-27,เลย,2
2024-08-27,ร้อยเอ็ด,0
2024-08-27,พังงา,0
2024-08-27,ระยอง,0
2024-08-27,นครปฐม,0
2024-08-27,นครนายก,0
2024-08-27,ตาก,1
2024-08-27,ตราด,1
2024-08-27,ตรัง,0
2024-08-27,ชุมพร,2
2024-08-27,ชัยนาท,0
2024-08-27,นครพนม,0
2024-08-27,ชลบุรี,1
2024-08-27,จันทบุรี,1
2024-08-27,ขอนแก่น,1
2024-08-27,กำแพงเพชร,0
2024-08-27,กาฬสินธุ์,2
2024-08-27,กาญจนบุรี,0
2024-08-27,กรุงเทพมหานคร,7
2024-08-27,กระบี่,1
2024-08-27,ฉะเชิงเทรา,0
2024-08-27,นครราชสีมา,3
2024-08-27,ราชบุรี,0
2024-08-27,นครสวรรค์,0
2024-08-27,ยโสธร,1
2024-08-27,มุกดาหาร,0
2024-08-27,มหาสารคาม,0
2024-08-27,ภูเก็ต,0
2024-08-27,นครศรีธรรมราช,3
2024-08-27,พิจิตร,0
2024-08-27,พัทลุง,0
2024-08-27,พะเยา,0
2024-08-27,พิษณุโลก,0
2024-08-27,ปราจีนบุรี,0
2024-08-27,ประจวบคีรีขันธ์,0
2024-08-27,ปทุมธานี,0
2024-08-27,บุรีรัมย์,1
2024-08-27,บึงกาฬ,0
2024-08-27,น่าน,1
2024-08-27,นนทบุรี,0
2024-08-27,ปัตตานี,0
2024-08-28,หนองคาย,0
2024-08-28,สุโขทัย,0
2024-08-28,สุรินทร์,0
2024-08-28,สุราษฎร์ธานี,2
2024-08-28,สุพรรณบุรี,1
2024-08-28,สิงห์บุรี,1
2024-08-28,สระแก้ว,1
2024-08-28,ลำปาง,0
2024-08-28,สมุทรสาคร,0
2024-08-28,สมุทรปราการ,1
2024-08-28,สตูล,0
2024-08-28,สงขลา,0
2024-08-28,สกลนคร,1
2024-08-28,ศรีสะเกษ,1
2024-08-28,ลำพูน,1
2024-08-28,หนองบัวลำภู,0
2024-08-28,สระบุรี,0
2024-08-28,อยุธยา,0
2024-08-28,เพชรบุรี,1
2024-08-28,อุดรธานี,0
2024-08-28,ลพบุรี,3
2024-08-28,สมุทรสงคราม,0
2024-08-28,ระนอง,0
2024-08-28,ยะลา,0
2024-08-28,นราธิวาส,0
2024-08-28,ชัยภูมิ,0
2024-08-28,แม่ฮ่องสอน,0
2024-08-28,อำนาจเจริญ,0
2024-08-28,แพร่,2
2024-08-28,เพชรบูรณ์,0
2024-08-28,เชียงใหม่,1
2024-08-28,เชียงราย,2
2024-08-28,อ่างทอง,0
2024-08-28,อุบลราชธานี,0
2024-08-28,อุทัยธานี,1
2024-08-28,อุตรดิตถ์,0
2024-08-28,เลย,1
2024-08-28,ร้อยเอ็ด,1
2024-08-28,พังงา,0
2024-08-28,ระยอง,1
2024-08-28,นครปฐม,0
2024-08-28,นครนายก,0
2024-08-28,ตาก,2
2024-08-28,ตราด,0
2024-08-28,ตรัง,0
2024-08-28,ชุมพร,0
2024-08-28,ชลบุรี,5
2024-08-28,นครพนม,0
2024-08-28,ฉะเชิงเทรา,0
2024-08-28,ขอนแก่น,0
2024-08-28,กำแพงเพชร,0
2024-08-28,กาฬสินธุ์,0
2024-08-28,กาญจนบุรี,0
2024-08-28,กรุงเทพมหานคร,7
2024-08-28,กระบี่,0
2024-08-28,ราชบุรี,1
2024-08-28,จันทบุรี,3
2024-08-28,นครราชสีมา,3
2024-08-28,ชัยนาท,2
2024-08-28,นครสวรรค์,0
2024-08-28,นครศรีธรรมราช,5
2024-08-28,มุกดาหาร,0
2024-08-28,มหาสารคาม,2
2024-08-28,ภูเก็ต,0
2024-08-28,พิษณุโลก,1
2024-08-28,พิจิตร,0
2024-08-28,พัทลุง,0
2024-08-28,พะเยา,1
2024-08-28,ยโสธร,0
2024-08-28,ปราจีนบุรี,0
2024-08-28,ปัตตานี,1
2024-08-28,ประจวบคีรีขันธ์,3
2024-08-28,ปทุมธานี,0
2024-08-28,บุรีรัมย์,0
2024-08-28,บึงกาฬ,1
2024-08-28,น่าน,2
2024-08-28,นนทบุรี,0
2024-08-29,หนองคาย,0
2024-08-29,สุโขทัย,0
2024-08-29,สุรินทร์,0
2024-08-29,สุราษฎร์ธานี,0
2024-08-29,สุพรรณบุรี,0
2024-08-29,สิงห์บุรี,0
2024-08-29,สระแก้ว,0
2024-08-29,สมุทรปราการ,0
2024-08-29,หนองบัวลำภู,0
2024-08-29,สตูล,0
2024-08-29,สงขลา,4
2024-08-29,สกลนคร,0
2024-08-29,ศรีสะเกษ,0
2024-08-29,ลำพูน,0
2024-08-29,ลำปาง,0
2024-08-29,สมุทรสาคร,1
2024-08-29,อยุธยา,0
2024-08-29,อุตรดิตถ์,0
2024-08-29,อุดรธานี,1
2024-08-29,พังงา,0
2024-08-29,สมุทรสงคราม,0
2024-08-29,ระนอง,0
2024-08-29,ยะลา,0
2024-08-29,นราธิวาส,0
2024-08-29,ชัยภูมิ,0
2024-08-29,แม่ฮ่องสอน,0
2024-08-29,อำนาจเจริญ,0
2024-08-29,แพร่,2
2024-08-29,เพชรบูรณ์,0
2024-08-29,เพชรบุรี,0
2024-08-29,ลพบุรี,0
2024-08-29,เชียงราย,1
2024-08-29,อ่างทอง,1
2024-08-29,อุบลราชธานี,0
2024-08-29,อุทัยธานี,0
2024-08-29,เลย,2
2024-08-29,เชียงใหม่,2
2024-08-29,สระบุรี,0
2024-08-29,ระยอง,1
